year,city,country,avg_temp_x,avg_temp_y
1767,Edinburgh,United Kingdom,7.14,8.22
1767,London,United Kingdom,8.98,8.22
1768,Belfast,United Kingdom,8.24,6.78
1768,Birmingham,United Kingdom,8.66,6.78
1768,Cardiff,United Kingdom,8.66,6.78
1768,Edinburgh,United Kingdom,7.2,6.78
1768,London,United Kingdom,9.12,6.78
1769,Belfast,United Kingdom,8.32,7.69
1769,Birmingham,United Kingdom,8.6,7.69
1769,Cardiff,United Kingdom,8.6,7.69
1769,Edinburgh,United Kingdom,7.24,7.69
1769,London,United Kingdom,9.04,7.69
1770,Belfast,United Kingdom,8.02,7.69
1770,Birmingham,United Kingdom,8.51,7.69
1770,Cardiff,United Kingdom,8.51,7.69
1770,Edinburgh,United Kingdom,6.96,7.69
1770,London,United Kingdom,9.03,7.69
1771,Belfast,United Kingdom,8.03,7.85
1771,Birmingham,United Kingdom,8.42,7.85
1771,Cardiff,United Kingdom,8.42,7.85
1771,Edinburgh,United Kingdom,6.86,7.85
1771,London,United Kingdom,8.78,7.85
1772,Belfast,United Kingdom,8.05,8.19
1772,Birmingham,United Kingdom,8.82,8.19
1772,Cardiff,United Kingdom,8.82,8.19
1772,Edinburgh,United Kingdom,6.95,8.19
1772,London,United Kingdom,9.36,8.19
1773,Belfast,United Kingdom,8.25,8.22
1773,Birmingham,United Kingdom,8.71,8.22
1773,Cardiff,United Kingdom,8.71,8.22
1773,Edinburgh,United Kingdom,7.25,8.22
1773,London,United Kingdom,9.33,8.22
1774,Belfast,United Kingdom,8.03,8.77
1774,Birmingham,United Kingdom,8.63,8.77
1774,Cardiff,United Kingdom,8.63,8.77
1774,Edinburgh,United Kingdom,6.86,8.77
1774,London,United Kingdom,9.1,8.77
1775,Belfast,United Kingdom,9.0,9.18
1775,Birmingham,United Kingdom,9.53,9.18
1775,Cardiff,United Kingdom,9.53,9.18
1775,Edinburgh,United Kingdom,7.95,9.18
1775,London,United Kingdom,10.1,9.18
1776,Belfast,United Kingdom,8.22,8.3
1776,Birmingham,United Kingdom,8.73,8.3
1776,Cardiff,United Kingdom,8.73,8.3
1776,Edinburgh,United Kingdom,7.15,8.3
1776,London,United Kingdom,9.21,8.3
1777,Belfast,United Kingdom,8.44,8.26
1777,Birmingham,United Kingdom,8.83,8.26
1777,Cardiff,United Kingdom,8.83,8.26
1777,Edinburgh,United Kingdom,7.34,8.26
1777,London,United Kingdom,9.25,8.26
1778,Belfast,United Kingdom,8.88,8.54
1778,Birmingham,United Kingdom,9.3,8.54
1778,Cardiff,United Kingdom,9.3,8.54
1778,Edinburgh,United Kingdom,7.82,8.54
1778,London,United Kingdom,9.8,8.54
1779,Belfast,United Kingdom,9.85,8.98
1779,Birmingham,United Kingdom,10.19,8.98
1779,Cardiff,United Kingdom,10.19,8.98
1779,Edinburgh,United Kingdom,8.9,8.98
1779,London,United Kingdom,10.76,8.98
1780,Belfast,United Kingdom,8.92,9.43
1780,Birmingham,United Kingdom,9.29,9.43
1780,Cardiff,United Kingdom,9.29,9.43
1780,Edinburgh,United Kingdom,7.75,9.43
1780,London,United Kingdom,9.67,9.43
1781,Belfast,United Kingdom,9.55,8.1
1781,Birmingham,United Kingdom,9.91,8.1
1781,Cardiff,United Kingdom,9.91,8.1
1781,Edinburgh,United Kingdom,8.53,8.1
1781,London,United Kingdom,10.41,8.1
1782,Belfast,United Kingdom,7.34,7.9
1782,Birmingham,United Kingdom,7.92,7.9
1782,Cardiff,United Kingdom,7.92,7.9
1782,Edinburgh,United Kingdom,6.28,7.9
1782,London,United Kingdom,8.44,7.9
1783,Belfast,United Kingdom,8.6,7.68
1783,Birmingham,United Kingdom,9.34,7.68
1783,Cardiff,United Kingdom,9.34,7.68
1783,Edinburgh,United Kingdom,7.66,7.68
1783,London,United Kingdom,9.97,7.68
1784,Belfast,United Kingdom,7.55,7.86
1784,Birmingham,United Kingdom,7.93,7.86
1784,Cardiff,United Kingdom,7.93,7.86
1784,Edinburgh,United Kingdom,6.36,7.86
1784,London,United Kingdom,8.29,7.86
1785,Belfast,United Kingdom,8.12,7.36
1785,Birmingham,United Kingdom,8.22,7.36
1785,Cardiff,United Kingdom,8.22,7.36
1785,Edinburgh,United Kingdom,6.98,7.36
1785,London,United Kingdom,8.54,7.36
1786,Belfast,United Kingdom,7.83,8.26
1786,Birmingham,United Kingdom,8.03,8.26
1786,Cardiff,United Kingdom,8.03,8.26
1786,Edinburgh,United Kingdom,6.63,8.26
1786,London,United Kingdom,8.35,8.26
1787,Belfast,United Kingdom,8.87,8.03
1787,Birmingham,United Kingdom,9.11,8.03
1787,Cardiff,United Kingdom,9.11,8.03
1787,Edinburgh,United Kingdom,7.79,8.03
1787,London,United Kingdom,9.53,8.03
1788,Belfast,United Kingdom,8.79,8.45
1788,Birmingham,United Kingdom,9.03,8.45
1788,Cardiff,United Kingdom,9.03,8.45
1788,Edinburgh,United Kingdom,7.63,8.45
1788,London,United Kingdom,9.39,8.45
1789,Belfast,United Kingdom,8.89,8.33
1789,Birmingham,United Kingdom,8.8,8.33
1789,Cardiff,United Kingdom,8.8,8.33
1789,Edinburgh,United Kingdom,7.78,8.33
1789,London,United Kingdom,9.12,8.33
1790,Belfast,United Kingdom,9.03,7.98
1790,Birmingham,United Kingdom,9.27,7.98
1790,Cardiff,United Kingdom,9.27,7.98
1790,Edinburgh,United Kingdom,7.97,7.98
1790,London,United Kingdom,9.67,7.98
1791,Belfast,United Kingdom,8.89,8.23
1791,Birmingham,United Kingdom,9.16,8.23
1791,Cardiff,United Kingdom,9.16,8.23
1791,Edinburgh,United Kingdom,7.83,8.23
1791,London,United Kingdom,9.59,8.23
1792,Belfast,United Kingdom,8.82,8.09
1792,Birmingham,United Kingdom,9.13,8.09
1792,Cardiff,United Kingdom,9.13,8.09
1792,Edinburgh,United Kingdom,7.72,8.09
1792,London,United Kingdom,9.56,8.09
1793,Belfast,United Kingdom,8.74,8.23
1793,Birmingham,United Kingdom,9.13,8.23
1793,Cardiff,United Kingdom,9.13,8.23
1793,Edinburgh,United Kingdom,7.65,8.23
1793,London,United Kingdom,9.59,8.23
1794,Belfast,United Kingdom,9.26,8.53
1794,Birmingham,United Kingdom,9.47,8.53
1794,Cardiff,United Kingdom,9.47,8.53
1794,Edinburgh,United Kingdom,8.18,8.53
1794,London,United Kingdom,10.0,8.53
1795,Belfast,United Kingdom,8.36,8.35
1795,Birmingham,United Kingdom,8.71,8.35
1795,Cardiff,United Kingdom,8.71,8.35
1795,Edinburgh,United Kingdom,7.17,8.35
1795,London,United Kingdom,9.19,8.35
1796,Belfast,United Kingdom,8.71,8.27
1796,Birmingham,United Kingdom,9.02,8.27
1796,Cardiff,United Kingdom,9.02,8.27
1796,Edinburgh,United Kingdom,7.64,8.27
1796,London,United Kingdom,9.5,8.27
1797,Belfast,United Kingdom,8.73,8.51
1797,Birmingham,United Kingdom,9.13,8.51
1797,Cardiff,United Kingdom,9.13,8.51
1797,Edinburgh,United Kingdom,7.76,8.51
1797,London,United Kingdom,9.62,8.51
1798,Belfast,United Kingdom,9.18,8.67
1798,Birmingham,United Kingdom,9.42,8.67
1798,Cardiff,United Kingdom,9.42,8.67
1798,Edinburgh,United Kingdom,8.14,8.67
1798,London,United Kingdom,9.83,8.67
1799,Belfast,United Kingdom,7.48,8.51
1799,Birmingham,United Kingdom,7.61,8.51
1799,Cardiff,United Kingdom,7.61,8.51
1799,Edinburgh,United Kingdom,6.23,8.51
1799,London,United Kingdom,7.94,8.51
1800,Belfast,United Kingdom,8.39,8.48
1800,Birmingham,United Kingdom,8.83,8.48
1800,Cardiff,United Kingdom,8.83,8.48
1800,Edinburgh,United Kingdom,7.25,8.48
1800,London,United Kingdom,9.32,8.48
1801,Belfast,United Kingdom,8.88,8.59
1801,Birmingham,United Kingdom,9.21,8.59
1801,Cardiff,United Kingdom,9.21,8.59
1801,Edinburgh,United Kingdom,7.77,8.59
1801,London,United Kingdom,9.68,8.59
1802,Belfast,United Kingdom,8.58,8.58
1802,Birmingham,United Kingdom,8.93,8.58
1802,Cardiff,United Kingdom,8.93,8.58
1802,Edinburgh,United Kingdom,7.44,8.58
1802,London,United Kingdom,9.31,8.58
1803,Belfast,United Kingdom,8.43,8.5
1803,Birmingham,United Kingdom,8.52,8.5
1803,Cardiff,United Kingdom,8.52,8.5
1803,Edinburgh,United Kingdom,7.22,8.5
1803,London,United Kingdom,8.79,8.5
1804,Belfast,United Kingdom,8.66,8.84
1804,Birmingham,United Kingdom,9.05,8.84
1804,Cardiff,United Kingdom,9.05,8.84
1804,Edinburgh,United Kingdom,7.49,8.84
1804,London,United Kingdom,9.37,8.84
1805,Belfast,United Kingdom,8.45,8.56
1805,Birmingham,United Kingdom,8.43,8.56
1805,Cardiff,United Kingdom,8.43,8.56
1805,Edinburgh,United Kingdom,7.2,8.56
1805,London,United Kingdom,8.56,8.56
1806,Belfast,United Kingdom,8.63,8.43
1806,Birmingham,United Kingdom,9.29,8.43
1806,Cardiff,United Kingdom,9.29,8.43
1806,Edinburgh,United Kingdom,7.56,8.43
1806,London,United Kingdom,9.87,8.43
1807,Belfast,United Kingdom,7.9,8.28
1807,Birmingham,United Kingdom,8.48,8.28
1807,Cardiff,United Kingdom,8.48,8.28
1807,Edinburgh,United Kingdom,6.83,8.28
1807,London,United Kingdom,9.03,8.28
1808,Belfast,United Kingdom,8.19,7.63
1808,Birmingham,United Kingdom,8.45,7.63
1808,Cardiff,United Kingdom,8.45,7.63
1808,Edinburgh,United Kingdom,7.12,7.63
1808,London,United Kingdom,8.91,7.63
1809,Belfast,United Kingdom,8.06,7.08
1809,Birmingham,United Kingdom,8.45,7.08
1809,Cardiff,United Kingdom,8.45,7.08
1809,Edinburgh,United Kingdom,7.02,7.08
1809,London,United Kingdom,8.99,7.08
1810,Belfast,United Kingdom,7.89,6.92
1810,Birmingham,United Kingdom,8.43,6.92
1810,Cardiff,United Kingdom,8.43,6.92
1810,Edinburgh,United Kingdom,6.87,6.92
1810,London,United Kingdom,8.97,6.92
1811,Belfast,United Kingdom,8.7,6.86
1811,Birmingham,United Kingdom,9.4,6.86
1811,Cardiff,United Kingdom,9.4,6.86
1811,Edinburgh,United Kingdom,7.82,6.86
1811,London,United Kingdom,10.1,6.86
1812,Belfast,United Kingdom,7.66,7.05
1812,Birmingham,United Kingdom,8.11,7.05
1812,Cardiff,United Kingdom,8.11,7.05
1812,Edinburgh,United Kingdom,6.6,7.05
1812,London,United Kingdom,8.58,7.05
1813,Belfast,United Kingdom,8.38,7.74
1813,Birmingham,United Kingdom,8.66,7.74
1813,Cardiff,United Kingdom,8.66,7.74
1813,Edinburgh,United Kingdom,7.35,7.74
1813,London,United Kingdom,9.13,7.74
1814,Belfast,United Kingdom,7.49,7.59
1814,Birmingham,United Kingdom,7.52,7.59
1814,Cardiff,United Kingdom,7.52,7.59
1814,Edinburgh,United Kingdom,6.33,7.59
1814,London,United Kingdom,7.93,7.59
1815,Belfast,United Kingdom,8.17,7.24
1815,Birmingham,United Kingdom,8.42,7.24
1815,Cardiff,United Kingdom,8.42,7.24
1815,Edinburgh,United Kingdom,7.15,7.24
1815,London,United Kingdom,8.99,7.24
1816,Belfast,United Kingdom,7.18,6.94
1816,Birmingham,United Kingdom,7.57,6.94
1816,Cardiff,United Kingdom,7.57,6.94
1816,Edinburgh,United Kingdom,6.18,6.94
1816,London,United Kingdom,7.98,6.94
1817,Belfast,United Kingdom,7.99,6.98
1817,Birmingham,United Kingdom,8.46,6.98
1817,Cardiff,United Kingdom,8.46,6.98
1817,Edinburgh,United Kingdom,7.03,6.98
1817,London,United Kingdom,8.95,6.98
1818,Belfast,United Kingdom,8.84,7.83
1818,Birmingham,United Kingdom,9.38,7.83
1818,Cardiff,United Kingdom,9.38,7.83
1818,Edinburgh,United Kingdom,7.82,7.83
1818,London,United Kingdom,9.88,7.83
1819,Belfast,United Kingdom,8.42,7.37
1819,Birmingham,United Kingdom,8.99,7.37
1819,Cardiff,United Kingdom,8.99,7.37
1819,Edinburgh,United Kingdom,7.47,7.37
1819,London,United Kingdom,9.58,7.37
1820,Belfast,United Kingdom,8.15,7.62
1820,Birmingham,United Kingdom,8.32,7.62
1820,Cardiff,United Kingdom,8.32,7.62
1820,Edinburgh,United Kingdom,7.06,7.62
1820,London,United Kingdom,8.61,7.62
1821,Belfast,United Kingdom,8.97,8.09
1821,Birmingham,United Kingdom,9.26,8.09
1821,Cardiff,United Kingdom,9.26,8.09
1821,Edinburgh,United Kingdom,7.94,8.09
1821,London,United Kingdom,9.63,8.09
1822,Belfast,United Kingdom,9.15,8.19
1822,Birmingham,United Kingdom,9.81,8.19
1822,Cardiff,United Kingdom,9.81,8.19
1822,Edinburgh,United Kingdom,8.23,8.19
1822,London,United Kingdom,10.36,8.19
1823,Belfast,United Kingdom,7.87,7.72
1823,Birmingham,United Kingdom,8.39,7.72
1823,Cardiff,United Kingdom,8.39,7.72
1823,Edinburgh,United Kingdom,6.8,7.72
1823,London,United Kingdom,8.8,7.72
1824,Belfast,United Kingdom,8.7,8.55
1824,Birmingham,United Kingdom,9.16,8.55
1824,Cardiff,United Kingdom,9.16,8.55
1824,Edinburgh,United Kingdom,7.69,8.55
1824,London,United Kingdom,9.65,8.55
1825,Belfast,United Kingdom,9.12,8.39
1825,Birmingham,United Kingdom,9.5,8.39
1825,Cardiff,United Kingdom,9.5,8.39
1825,Edinburgh,United Kingdom,8.13,8.39
1825,London,United Kingdom,9.98,8.39
1826,Belfast,United Kingdom,9.36,8.36
1826,Birmingham,United Kingdom,9.63,8.36
1826,Cardiff,United Kingdom,9.63,8.36
1826,Edinburgh,United Kingdom,8.39,8.36
1826,London,United Kingdom,10.12,8.36
1827,Belfast,United Kingdom,8.7,8.81
1827,Birmingham,United Kingdom,9.0,8.81
1827,Cardiff,United Kingdom,9.0,8.81
1827,Edinburgh,United Kingdom,7.58,8.81
1827,London,United Kingdom,9.37,8.81
1828,Belfast,United Kingdom,9.39,8.17
1828,Birmingham,United Kingdom,9.68,8.17
1828,Cardiff,United Kingdom,9.68,8.17
1828,Edinburgh,United Kingdom,8.26,8.17
1828,London,United Kingdom,10.1,8.17
1829,Belfast,United Kingdom,7.77,7.94
1829,Birmingham,United Kingdom,7.7,7.94
1829,Cardiff,United Kingdom,7.7,7.94
1829,Edinburgh,United Kingdom,6.52,7.94
1829,London,United Kingdom,7.95,7.94
1830,Belfast,United Kingdom,8.22,8.52
1830,Birmingham,United Kingdom,8.42,8.52
1830,Cardiff,United Kingdom,8.42,8.52
1830,Edinburgh,United Kingdom,7.06,8.52
1830,London,United Kingdom,8.78,8.52
1831,Belfast,United Kingdom,9.11,7.64
1831,Birmingham,United Kingdom,9.48,7.64
1831,Cardiff,United Kingdom,9.48,7.64
1831,Edinburgh,United Kingdom,8.1,7.64
1831,London,United Kingdom,10.01,7.64
1832,Belfast,United Kingdom,8.78,7.45
1832,Birmingham,United Kingdom,8.89,7.45
1832,Cardiff,United Kingdom,8.89,7.45
1832,Edinburgh,United Kingdom,7.79,7.45
1832,London,United Kingdom,9.24,7.45
1833,Belfast,United Kingdom,8.52,8.01
1833,Birmingham,United Kingdom,8.94,8.01
1833,Cardiff,United Kingdom,8.94,8.01
1833,Edinburgh,United Kingdom,7.52,8.01
1833,London,United Kingdom,9.4,8.01
1834,Belfast,United Kingdom,9.46,8.15
1834,Birmingham,United Kingdom,10.01,8.15
1834,Cardiff,United Kingdom,10.01,8.15
1834,Edinburgh,United Kingdom,8.56,8.15
1834,London,United Kingdom,10.59,8.15
1835,Belfast,United Kingdom,8.58,7.39
1835,Birmingham,United Kingdom,9.06,7.39
1835,Cardiff,United Kingdom,9.06,7.39
1835,Edinburgh,United Kingdom,7.52,7.39
1835,London,United Kingdom,9.48,7.39
1836,Belfast,United Kingdom,7.83,7.7
1836,Birmingham,United Kingdom,8.47,7.7
1836,Cardiff,United Kingdom,8.47,7.7
1836,Edinburgh,United Kingdom,6.87,7.7
1836,London,United Kingdom,9.04,7.7
1837,Belfast,United Kingdom,8.1,7.38
1837,Birmingham,United Kingdom,8.46,7.38
1837,Cardiff,United Kingdom,8.46,7.38
1837,Edinburgh,United Kingdom,6.92,7.38
1837,London,United Kingdom,8.85,7.38
1838,Belfast,United Kingdom,7.39,7.51
1838,Birmingham,United Kingdom,7.75,7.51
1838,Cardiff,United Kingdom,7.75,7.51
1838,Edinburgh,United Kingdom,6.18,7.51
1838,London,United Kingdom,8.05,7.51
1839,Belfast,United Kingdom,8.01,7.63
1839,Birmingham,United Kingdom,8.35,7.63
1839,Cardiff,United Kingdom,8.35,7.63
1839,Edinburgh,United Kingdom,6.99,7.63
1839,London,United Kingdom,8.89,7.63
1840,Belfast,United Kingdom,8.18,7.8
1840,Birmingham,United Kingdom,8.26,7.8
1840,Cardiff,United Kingdom,8.26,7.8
1840,Edinburgh,United Kingdom,7.11,7.8
1840,London,United Kingdom,8.68,7.8
1841,Belfast,United Kingdom,8.17,7.69
1841,Birmingham,United Kingdom,8.52,7.69
1841,Cardiff,United Kingdom,8.52,7.69
1841,Edinburgh,United Kingdom,7.17,7.69
1841,London,United Kingdom,9.12,7.69
1842,Belfast,United Kingdom,8.89,8.02
1842,Birmingham,United Kingdom,8.97,8.02
1842,Cardiff,United Kingdom,8.97,8.02
1842,Edinburgh,United Kingdom,7.88,8.02
1842,London,United Kingdom,9.43,8.02
1843,Belfast,United Kingdom,8.59,8.17
1843,Birmingham,United Kingdom,8.88,8.17
1843,Cardiff,United Kingdom,8.88,8.17
1843,Edinburgh,United Kingdom,7.56,8.17
1843,London,United Kingdom,9.4,8.17
1844,Belfast,United Kingdom,8.33,7.65
1844,Birmingham,United Kingdom,8.51,7.65
1844,Cardiff,United Kingdom,8.51,7.65
1844,Edinburgh,United Kingdom,7.13,7.65
1844,London,United Kingdom,8.85,7.65
1845,Belfast,United Kingdom,8.09,7.85
1845,Birmingham,United Kingdom,8.08,7.85
1845,Cardiff,United Kingdom,8.08,7.85
1845,Edinburgh,United Kingdom,6.94,7.85
1845,London,United Kingdom,8.46,7.85
1846,Belfast,United Kingdom,9.66,8.55
1846,Birmingham,United Kingdom,9.9,8.55
1846,Cardiff,United Kingdom,9.9,8.55
1846,Edinburgh,United Kingdom,8.73,8.55
1846,London,United Kingdom,10.48,8.55
1847,Belfast,United Kingdom,8.71,8.09
1847,Birmingham,United Kingdom,8.89,8.09
1847,Cardiff,United Kingdom,8.89,8.09
1847,Edinburgh,United Kingdom,7.57,8.09
1847,London,United Kingdom,9.24,8.09
1848,Belfast,United Kingdom,8.49,7.98
1848,Birmingham,United Kingdom,8.97,7.98
1848,Cardiff,United Kingdom,8.97,7.98
1848,Edinburgh,United Kingdom,7.5,7.98
1848,London,United Kingdom,9.52,7.98
1849,Belfast,United Kingdom,8.46,7.98
1849,Birmingham,United Kingdom,8.97,7.98
1849,Cardiff,United Kingdom,8.97,7.98
1849,Edinburgh,United Kingdom,7.39,7.98
1849,London,United Kingdom,9.42,7.98
1850,Belfast,United Kingdom,8.56,7.9
1850,Birmingham,United Kingdom,8.74,7.9
1850,Cardiff,United Kingdom,8.74,7.9
1850,Edinburgh,United Kingdom,7.38,7.9
1850,London,United Kingdom,9.06,7.9
1851,Belfast,United Kingdom,8.6,8.18
1851,Birmingham,United Kingdom,8.86,8.18
1851,Cardiff,United Kingdom,8.86,8.18
1851,Edinburgh,United Kingdom,7.44,8.18
1851,London,United Kingdom,9.17,8.18
1852,Belfast,United Kingdom,9.21,8.1
1852,Birmingham,United Kingdom,9.48,8.1
1852,Cardiff,United Kingdom,9.48,8.1
1852,Edinburgh,United Kingdom,8.16,8.1
1852,London,United Kingdom,9.96,8.1
1853,Belfast,United Kingdom,8.17,8.04
1853,Birmingham,United Kingdom,8.16,8.04
1853,Cardiff,United Kingdom,8.16,8.04
1853,Edinburgh,United Kingdom,7.01,8.04
1853,London,United Kingdom,8.44,8.04
1854,Belfast,United Kingdom,8.89,8.21
1854,Birmingham,United Kingdom,8.96,8.21
1854,Cardiff,United Kingdom,8.96,8.21
1854,Edinburgh,United Kingdom,7.78,8.21
1854,London,United Kingdom,9.3,8.21
1855,Belfast,United Kingdom,7.78,8.11
1855,Birmingham,United Kingdom,7.8,8.11
1855,Cardiff,United Kingdom,7.8,8.11
1855,Edinburgh,United Kingdom,6.57,8.11
1855,London,United Kingdom,8.03,8.11
1856,Belfast,United Kingdom,8.41,8.0
1856,Birmingham,United Kingdom,8.76,8.0
1856,Cardiff,United Kingdom,8.76,8.0
1856,Edinburgh,United Kingdom,7.26,8.0
1856,London,United Kingdom,9.17,8.0
1857,Belfast,United Kingdom,9.52,7.76
1857,Birmingham,United Kingdom,9.76,7.76
1857,Cardiff,United Kingdom,9.76,7.76
1857,Edinburgh,United Kingdom,8.52,7.76
1857,London,United Kingdom,10.21,7.76
1858,Belfast,United Kingdom,8.6,8.1
1858,Birmingham,United Kingdom,8.89,8.1
1858,Cardiff,United Kingdom,8.89,8.1
1858,Edinburgh,United Kingdom,7.53,8.1
1858,London,United Kingdom,9.2,8.1
1859,Belfast,United Kingdom,8.6,8.25
1859,Birmingham,United Kingdom,9.4,8.25
1859,Cardiff,United Kingdom,9.4,8.25
1859,Edinburgh,United Kingdom,7.57,8.25
1859,London,United Kingdom,9.97,8.25
1860,Belfast,United Kingdom,7.4,7.96
1860,Birmingham,United Kingdom,7.81,7.96
1860,Cardiff,United Kingdom,7.81,7.96
1860,Edinburgh,United Kingdom,6.22,7.96
1860,London,United Kingdom,8.17,7.96
1861,Belfast,United Kingdom,8.66,7.85
1861,Birmingham,United Kingdom,9.04,7.85
1861,Cardiff,United Kingdom,9.04,7.85
1861,Edinburgh,United Kingdom,7.59,7.85
1861,London,United Kingdom,9.42,7.85
1862,Belfast,United Kingdom,8.29,7.56
1862,Birmingham,United Kingdom,8.97,7.56
1862,Cardiff,United Kingdom,8.97,7.56
1862,Edinburgh,United Kingdom,7.31,7.56
1862,London,United Kingdom,9.56,7.56
1863,Belfast,United Kingdom,8.79,8.11
1863,Birmingham,United Kingdom,9.37,8.11
1863,Cardiff,United Kingdom,9.37,8.11
1863,Edinburgh,United Kingdom,7.85,8.11
1863,London,United Kingdom,9.9,8.11
1864,Belfast,United Kingdom,8.17,7.98
1864,Birmingham,United Kingdom,8.53,7.98
1864,Cardiff,United Kingdom,8.53,7.98
1864,Edinburgh,United Kingdom,6.98,7.98
1864,London,United Kingdom,8.74,7.98
1865,Belfast,United Kingdom,8.89,8.18
1865,Birmingham,United Kingdom,9.4,8.18
1865,Cardiff,United Kingdom,9.4,8.18
1865,Edinburgh,United Kingdom,7.73,8.18
1865,London,United Kingdom,9.82,8.18
1866,Belfast,United Kingdom,8.5,8.29
1866,Birmingham,United Kingdom,9.18,8.29
1866,Cardiff,United Kingdom,9.18,8.29
1866,Edinburgh,United Kingdom,7.53,8.29
1866,London,United Kingdom,9.69,8.29
1867,Belfast,United Kingdom,8.38,8.44
1867,Birmingham,United Kingdom,8.65,8.44
1867,Cardiff,United Kingdom,8.65,8.44
1867,Edinburgh,United Kingdom,7.26,8.44
1867,London,United Kingdom,9.06,8.44
1868,Belfast,United Kingdom,9.32,8.25
1868,Birmingham,United Kingdom,9.91,8.25
1868,Cardiff,United Kingdom,9.91,8.25
1868,Edinburgh,United Kingdom,8.39,8.25
1868,London,United Kingdom,10.5,8.25
1869,Belfast,United Kingdom,8.75,8.43
1869,Birmingham,United Kingdom,9.14,8.43
1869,Cardiff,United Kingdom,9.14,8.43
1869,Edinburgh,United Kingdom,7.61,8.43
1869,London,United Kingdom,9.46,8.43
1870,Belfast,United Kingdom,8.48,8.2
